category,대출건수합계,평균대출건수
340.2,297,7.2439024390243905
375,297,15.631578947368421
329.43,297,12.91304347826087
445,296,18.5
180.733,295,29.5
811,295,16.38888888888889
519.25,295,15.526315789473685
320.99,294,14.7
654,294,14.7
475.15,293,20.928571428571427
507,293,36.625
911.1,292,73.0
005.51077,292,58.4
712,292,9.419354838709678
512.423,292,19.466666666666665
233.65,290,12.083333333333334
926,290,13.181818181818182
600.04,290,7.073170731707317
236.911,290,7.837837837837838
811.8082,290,4.027777777777778
231.62,290,10.74074074074074
233.211,289,12.041666666666666
374.71,288,15.157894736842104
370,288,7.783783783783784
512.51,286,10.214285714285714
427,286,15.88888888888889
984.102,285,31.666666666666668
013.1,285,9.193548387096774
184.7,284,23.666666666666668
540.04,284,10.518518518518519
477,284,15.777777777777779
517.372,283,16.647058823529413
005.12,283,9.433333333333334
523,283,18.866666666666667
321.81,282,7.421052631578948
325.77,282,16.58823529411765
809.3,281,7.594594594594595
574.752,281,31.22222222222222
179,280,40.0
340.98,280,12.727272727272727
594.5546,280,10.0
707,280,11.2
373.7,279,13.95
998,279,3.77027027027027
226.911,278,10.296296296296296
986.6102,278,39.714285714285715
551.15,278,13.9
811.6082,278,25.272727272727273
699.7,277,16.294117647058822
530,275,10.576923076923077
324.4,275,13.75
230.9,275,13.75
234.4,274,24.90909090909091
181.27,274,17.125
491.55,274,34.25
990.99,274,12.454545454545455
325.23,273,11.869565217391305
367.42,273,14.368421052631579
519.81,270,19.285714285714285
325.751,270,12.857142857142858
070.41,268,15.764705882352942
994.2,268,24.363636363636363
034,267,14.052631578947368
236.9,267,16.6875
911.047,267,89.0
673,264,16.5
495.9,264,13.894736842105264
325.65,263,13.842105263157896
739.81,263,10.958333333333334
692,262,7.705882352941177
005.755,261,20.076923076923077
671.57,261,29.0
824.7,261,8.15625
652,260,23.636363636363637
350.1,260,6.666666666666667
005.104,259,15.235294117647058
513.8526,259,13.631578947368421
340.912,258,4.961538461538462
375.3,258,14.333333333333334
982.902,258,10.32
912.032,257,21.416666666666668
911.004,257,13.526315789473685
515.1,257,11.173913043478262
334.24,257,7.3428571428571425
658.2,257,9.178571428571429
235.8,257,5.976744186046512
493,257,32.125
491.51,256,15.058823529411764
670.7,256,23.272727272727273
984.22102,255,19.615384615384617
980.8,255,8.225806451612904
373.3,254,9.76923076923077
181.11,254,31.75
413,254,13.368421052631579
184.4,254,23.09090909090909
525.765,254,19.53846153846154
693.4,254,18.142857142857142
679,253,10.541666666666666
480.25,253,9.035714285714286
600.15,253,7.027777777777778
331.62,252,25.2
800,252,0.6222222222222222
911.08,252,63.0
902.5,252,7.0
160.2,251,7.606060606060606
981.4802,251,35.857142857142854
512.5,250,9.615384615384615
527,250,15.625
512.42,250,15.625
980.4,250,19.23076923076923
862,250,7.8125
721.2,250,8.064516129032258
542.2027,249,62.25
811.6209,248,12.4
650.7,248,41.333333333333336
700,248,2.6666666666666665
310.1,248,15.5
112.7,248,7.085714285714285
859.31,247,19.0
510.9,247,8.233333333333333
743,247,7.71875
594.5535,246,24.6
925,245,16.333333333333332
320.913,245,9.8
594.677,245,8.448275862068966
005.14,244,12.2
371.31,244,14.352941176470589
320.189,244,6.777777777777778
041,243,9.346153846153847
325.82,243,10.565217391304348
379.16,243,17.357142857142858
991,243,15.1875
525,243,7.147058823529412
592.04,242,14.235294117647058
911.0025,242,9.307692307692308
388.1,242,5.761904761904762
653.26,242,12.736842105263158
377.7,242,16.133333333333333
918.7,241,26.77777777777778
767.5,241,15.0625
564.4,240,18.46153846153846
386.8,240,40.0
166.2,240,13.333333333333334
301,239,8.535714285714286
567.01,239,11.380952380952381
165,238,8.814814814814815
861,238,14.0
210,238,5.804878048780488
692.076,237,16.928571428571427
165.8,237,16.928571428571427
350.704,236,23.6
840.9,236,7.375
499,236,12.421052631578947
495.7,235,16.785714285714285
185.51081,234,117.0
107,234,26.0
458.63,234,33.42857142857143
657.55,234,26.0
392.1,233,14.5625
165.7,233,13.705882352941176
527.4186,233,8.961538461538462
335.7,233,11.65
596.9,233,16.642857142857142
802.52,232,23.2
685.5,232,13.647058823529411
513.36,232,19.333333333333332
005.26,232,8.592592592592593
300.1,231,9.24
981,231,14.4375
792.2,231,25.666666666666668
432,230,28.75
660,230,13.529411764705882
523.77,230,12.777777777777779
519.011,230,10.454545454545455
342.8099,230,32.857142857142854
607,229,22.9
101,229,11.45
327.4,229,15.266666666666667
219.15,229,28.625
231.4,229,7.15625
476.0162,228,17.53846153846154
224.4,228,16.285714285714285
511.1689,228,9.5
559.34469,227,16.214285714285715
189.3,227,17.46153846153846
234.14,227,22.7
307.3,227,12.61111111111111
514.7,226,22.6
233.6,226,7.533333333333333
813.509,226,5.512195121951219
375.47,225,12.5
524.8,224,17.23076923076923
513.8549,224,20.363636363636363
360.04,223,8.576923076923077
981.46902,222,27.75
370.9236,222,27.75
070,221,10.523809523809524
204.4,221,9.608695652173912
811.808,221,4.911111111111111
592.352,221,31.571428571428573
199.2,220,18.333333333333332
859.76,220,73.33333333333333
189.7,220,10.476190476190476
160.258,220,24.444444444444443
231.6,220,15.714285714285714
736,220,27.5
981.402,219,18.25
070.48,219,43.8
152.216,219,13.6875
516.54,218,21.8
530.3,217,19.727272727272727
513.8915,217,16.692307692307693
511.13,217,21.7
233.66,217,10.333333333333334
160.24,216,18.0
688.01,215,7.962962962962963
517.36,215,9.772727272727273
187.2,214,42.8
410.07,214,35.666666666666664
930,213,11.833333333333334
375.471,213,21.3
490.3,213,26.625
375.34,213,26.625
926.05,212,9.217391304347826
325.9077,212,26.5
512.44,212,15.142857142857142
182.233,212,11.777777777777779
325.55,211,12.411764705882353
598.41,211,17.583333333333332
480.3,211,12.411764705882353
574.753,211,26.375
326.39,210,5.833333333333333
927,210,21.0
911.052,210,17.5
912.02,210,9.545454545454545
320.77,209,23.22222222222222
237.1,209,20.9
335.8,209,7.206896551724138
553.33077,209,29.857142857142858
233.09,208,13.0
350.01,207,13.8
235.1,207,12.176470588235293
986.802,207,25.875
567,207,9.0
472.193,207,11.5
327.86,206,20.6
239,206,17.166666666666668
511.8,206,17.166666666666668
692.3,206,6.866666666666666
349.04,205,9.761904761904763
638.9,204,13.6
757,204,11.333333333333334
579.54,204,14.571428571428571
233.63,204,10.736842105263158
221.4,203,20.3
932.02,203,18.454545454545453
631.2,202,18.363636363636363
102,202,28.857142857142858
332,202,10.631578947368421
324.2,202,10.631578947368421
999.99,202,20.2
512.86,201,33.5
563.7,201,10.578947368421053
863.09,201,20.1
564,201,22.333333333333332
517.376,201,10.578947368421053
181.44,201,25.125
324.35,200,12.5
981.4702,200,28.571428571428573
518,200,10.526315789473685
594.5541,199,16.583333333333332
814.62,199,11.705882352941176
519.01,199,16.583333333333332
379.17,198,14.142857142857142
765,198,15.23076923076923
666,198,33.0
540,198,5.5
475.54,197,11.588235294117647
181.6,197,28.142857142857142
332.24,197,10.944444444444445
913.05,196,8.166666666666666
530.261,196,14.0
231.97,196,9.333333333333334
513.5,195,19.5
151.58,195,6.5
364.61,195,39.0
331.65,195,5.909090909090909
619,194,11.411764705882353
814.6082,194,64.66666666666667
710.4,194,7.461538461538462
888,193,27.571428571428573
654.9,193,16.083333333333332
324.3,192,10.105263157894736
497.5,192,38.4
510.99,192,8.0
183.7,192,12.0
522.6,192,10.666666666666666
539.49,192,10.666666666666666
911.021,192,12.8
522.65,192,9.6
549.781,192,12.0
004.75,191,11.9375
688.15,191,14.692307692307692
695.404,191,12.733333333333333
521.8,191,19.1
221,191,11.235294117647058
209,190,11.176470588235293
986.302,190,27.142857142857142
530.04,189,10.5
481.5,189,13.5
592.01,189,10.5
327.209,189,18.9
520,189,11.8125
851,189,8.217391304347826
366,188,8.952380952380953
443.3,188,18.8
518.35,188,20.88888888888889
370.911,188,5.875
148.2,187,12.466666666666667
320.17,187,5.666666666666667
653.1108,187,20.77777777777778
998.592,186,20.666666666666668
912.6,186,10.941176470588236
982.5902,186,20.666666666666668
598.123,186,23.25
747.077,185,23.125
025.25,185,7.115384615384615
309.11,185,7.708333333333333
653.269,185,11.5625
710.77,185,20.555555555555557
338.31,184,14.153846153846153
657.7,184,18.4
152.22,184,11.5
512.516,183,12.2
679.4,183,12.2
309.142,183,6.535714285714286
592.31,183,26.142857142857142
998.2,183,13.071428571428571
069.8,183,30.5
431.4,182,13.0
365.0077,182,30.333333333333332
598.54,182,26.0
233.099,182,10.705882352941176
234.81,182,60.666666666666664
334.226,182,7.0
200,182,3.309090909090909
884,182,20.22222222222222
802.06,182,12.133333333333333
381.9,181,20.11111111111111
859.69,181,15.083333333333334
364.1,181,15.083333333333334
332.277,181,10.647058823529411
517.16,181,5.65625
350.7,181,15.083333333333334
224,181,16.454545454545453
114,180,8.571428571428571
842.09,180,8.571428571428571
231.413,180,12.857142857142858
326.2077,180,36.0
499.5,180,13.846153846153847
670.92,180,25.714285714285715
236.904,179,8.136363636363637
331.53,179,6.884615384615385
420.7,179,11.933333333333334
517.891,179,9.944444444444445
166.3,178,59.333333333333336
187.3,178,16.181818181818183
329.432,178,11.866666666666667
566.36,178,12.714285714285714
004.1,178,12.714285714285714
522.7,177,14.75
164.3,177,44.25
517.523,177,16.09090909090909
511.7,177,7.375
236.902,176,22.0
530.9,176,10.352941176470589
235,176,10.352941176470589
233.62,176,11.733333333333333
747.7,175,43.75
897.4,175,9.210526315789474
376.6,175,43.75
810.099,175,8.333333333333334
148.4,175,12.5
595.36,174,34.8
320.15,174,19.333333333333332
377,174,6.6923076923076925
556.1,174,21.75
334.4,174,7.565217391304348
911.0076,174,58.0
325.11,174,11.6
593.25,174,12.428571428571429
982.302,173,13.307692307692308
326.161,173,28.833333333333332
570.6,173,7.208333333333333
547.72,172,21.5
593.235,172,14.333333333333334
581.3,172,14.333333333333334
920.4,172,11.466666666666667
539.93,172,6.37037037037037
334.9,171,13.153846153846153
223.52,171,28.5
594.51077,171,57.0
005.7533,171,14.25
807,171,19.0
658.04,171,12.214285714285714
163.7,171,17.1
012.9,171,8.142857142857142
711.408,171,24.428571428571427
013.33,171,5.516129032258065
414.35,171,19.0
024.3,171,9.5
511.845,170,12.142857142857142
186,169,5.827586206896552
472.01,169,16.9
598.18,169,24.142857142857142
692.8,168,12.0
981.199,168,18.666666666666668
699.95,168,15.272727272727273
349.11,167,4.175
982.57,167,55.666666666666664
320.7,167,27.833333333333332
375.481,167,41.75
328.1,167,15.181818181818182
812.66,166,8.3
004.586,166,23.714285714285715
151,166,7.545454545454546
005.54,166,15.090909090909092
609.05,166,8.3
349.42,166,5.928571428571429
544,166,23.714285714285715
594.5534,166,41.5
321.9,166,10.375
559.3,166,16.6
688.0911,165,3.1132075471698113
734.4,165,41.25
833.609,165,11.785714285714286
331.15,165,13.75
540.24,165,18.333333333333332
166.4,164,12.615384615384615
517.6,164,8.2
325.96,164,14.909090909090908
338.04,164,23.428571428571427
767,164,14.909090909090908
193.2,164,27.333333333333332
919.1,164,23.428571428571427
840.99,164,12.615384615384615
367.56,163,9.055555555555555
981.4302,163,20.375
512.4,163,16.3
160.09,163,81.5
601.04,163,8.578947368421053
374.41,163,7.761904761904762
183.6,163,10.866666666666667
443.89,162,14.727272727272727
321.54,162,8.526315789473685
892.55,162,10.125
701.1,162,6.48
181.81,162,18.0
370.76,161,32.2
331.8,161,161.0
532.8,161,10.0625
539.92077,161,32.2
235.65,161,11.5
726,160,22.857142857142858
662.5,160,17.77777777777778
518.9,160,17.77777777777778
540.77,160,22.857142857142858
511.168,160,17.77777777777778
338.09,159,31.8
004.584,159,26.5
910.4,159,11.357142857142858
652.5,159,31.8
530.98,159,7.95
375.433,159,79.5
164.1,159,39.75
026.3,159,9.352941176470589
811.709,158,6.583333333333333
513.897,158,12.153846153846153
513.398,158,10.533333333333333
025.2,158,7.9
326.79,157,14.272727272727273
338.4,157,15.7
849,157,52.333333333333336
325.512,157,7.136363636363637
554.1,157,11.214285714285714
595,157,14.272727272727273
566,156,19.5
481.63,156,26.0
513.9312,156,15.6
365.4453,156,15.6
912.031,156,19.5
331.5414,155,4.84375
594.515,155,17.22222222222222
843.099,155,11.071428571428571
004.01,155,9.117647058823529
326.7,155,8.61111111111111
912.08,154,8.105263157894736
699.1,154,8.555555555555555
331.3,154,11.0
350.077,154,25.666666666666668
151.7,153,5.884615384615385
598.133,153,25.5
334.223,153,9.5625
515.18,153,8.5
594.53,153,19.125
708,153,38.25
231.09,153,9.5625
439,153,17.0
377.25,153,19.125
637.9,152,16.88888888888889
596.81,152,8.941176470588236
797.7,152,8.444444444444445
594.52,152,21.714285714285715
558.3334,152,30.4
334.222,152,8.941176470588236
981.234,152,38.0
980.208,152,19.0
912.07,152,8.941176470588236
326.1,151,16.77777777777778
181.92,151,21.571428571428573
808.91,151,9.4375
516,151,9.4375
600.7,151,15.1
998.9,151,8.882352941176471
530.01,151,13.727272727272727
513.811,151,15.1
915,151,12.583333333333334
375.465,150,21.428571428571427
563,149,9.933333333333334
187.5,149,16.555555555555557
375.474,149,16.555555555555557
811.61,149,7.842105263157895
597.3,149,18.625
365.13,149,21.285714285714285
148.1,149,9.933333333333334
816.8,149,18.625
668.5,149,12.416666666666666
512.515,149,13.545454545454545
238.204,149,10.642857142857142
231.3,148,10.571428571428571
166.1,148,18.5
514.321,148,29.6
481.1,148,16.444444444444443
327.07,148,14.8
656.4,147,12.25
928,147,14.7
913.04,147,10.5
225.2,147,14.7
925.073,146,14.6
331.50913,146,20.857142857142858
573.55,145,11.153846153846153
912.024,145,8.055555555555555
540.1,145,10.357142857142858
326.28,145,14.5
420.099,145,9.0625
893,145,9.666666666666666
481.634,145,11.153846153846153
573.42,144,8.470588235294118
370.7,144,12.0
680,144,7.2
929.07,144,8.0
574.06,144,28.8
999,144,9.6
326,144,12.0
559.17,143,8.9375
528.04,143,13.0
695.704,143,11.0
546,143,13.0
512.8385,143,17.875
114.1,143,47.666666666666664
165.4,143,5.296296296296297
301.09,143,35.75
592.011,142,15.777777777777779
024.91,142,8.875
513.97,142,10.142857142857142
232.89,141,9.4
338.0911,141,17.625
559.1,141,9.4
671.61,141,20.142857142857142
757.5,141,12.818181818181818
301.52,140,9.333333333333334
510.8,140,23.333333333333332
361,140,7.777777777777778
164.59,140,11.666666666666666
181.21,140,23.333333333333332
378,140,12.727272727272727
525.79,140,46.666666666666664
374.74,140,10.76923076923077
334.1,140,10.0
907,139,9.266666666666667
011.2,139,6.619047619047619
911.051,139,12.636363636363637
914.1,139,12.636363636363637
698.21,138,3.2857142857142856
985,138,12.545454545454545
160.28,138,23.0
755,138,5.75
332.64,138,13.8
512.292,138,15.333333333333334
386,138,8.117647058823529
513.142,137,27.4
372.2,137,11.416666666666666
238.24,137,8.5625
592.03,137,12.454545454545455
513.34,137,22.833333333333332
810.903,137,22.833333333333332
337.5,137,6.2272727272727275
981.18902,137,34.25
517.12,137,5.956521739130435
563.756,137,9.785714285714286
981.4202,137,15.222222222222221
238.2,137,3.914285714285714
592.25,137,22.833333333333332
379.13,136,12.363636363636363
513.819,136,9.066666666666666
811.09,136,5.037037037037037
892.109,136,11.333333333333334
421.6,136,27.2
600.4,136,11.333333333333334
489,136,22.666666666666668
811.3,136,7.157894736842105
902,136,17.0
519.91,136,15.11111111111111
181.41,135,27.0
911.56,135,67.5
808.8,135,11.25
413.5,135,12.272727272727273
519.92,135,22.5
526.04,135,19.285714285714285
511.14,135,10.384615384615385
517.8,135,16.875
367.3,135,13.5
160.222,134,14.88888888888889
442.6,134,16.75
233.32,134,7.052631578947368
543,134,10.307692307692308
152.21,134,4.32258064516129
367.432,134,22.333333333333332
370.71,134,13.4
004.59,134,26.8
558.3,134,13.4
982.994202,133,13.3
182.232,133,14.777777777777779
950,133,7.823529411764706
526,133,8.866666666666667
552,133,16.625
407.4,133,44.333333333333336
334.5,133,7.823529411764706
160.8,133,8.866666666666667
518.04,132,12.0
517.374,132,16.5
329.431,132,11.0
180.99,132,33.0
011.4,132,10.153846153846153
522.8,132,13.2
841.09,132,7.333333333333333
892.94,132,16.5
916,132,8.25
474.32,132,66.0
673.5,132,13.2
321.93,131,6.894736842105263
929,131,9.357142857142858
005.57,131,32.75
695.5,131,10.916666666666666
516.9,131,9.357142857142858
513.89,131,7.277777777777778
574.024,131,14.555555555555555
024.4,131,9.357142857142858
592.4,131,65.5
409.12,131,32.75
528,130,10.0
911.0745,130,8.666666666666666
699.2,130,8.125
547,130,18.571428571428573
005.04,130,21.666666666666668
514.795,130,10.833333333333334
634.2,130,14.444444444444445
777,130,14.444444444444445
231.23,129,12.9
513.93,129,18.428571428571427
515,129,16.125
192,129,8.0625
325.4,129,18.428571428571427
796.72,129,8.6
510.3,129,25.8
381.7,128,14.222222222222221
001.442,128,32.0
445.5,128,14.222222222222221
568.52,128,7.529411764705882
321.52,128,12.8
324.475,128,11.636363636363637
539.913,128,14.222222222222221
339,128,11.636363636363637
658.31,128,6.7368421052631575
566.37,127,31.75
730.76,127,42.333333333333336
775,127,21.166666666666668
815,127,11.545454545454545
911.056,127,9.76923076923077
323.0911,127,15.875
331.01,126,6.3
981.5802,126,31.5
388.2,126,5.25
480.99,126,18.0
688.16,126,21.0
370.925,126,18.0
524,125,9.615384615384615
982.57102,125,31.25
737.4,125,13.88888888888889
230.1,125,3.90625
375.2262,125,31.25
983.02,125,8.928571428571429
324.5,125,12.5
334.255,125,62.5
774,125,20.833333333333332
221.2,125,8.333333333333334
331.236,125,8.333333333333334
204.21,125,15.625
671.18,125,17.857142857142858
375.1.,124,15.5
814,124,5.391304347826087
320.01,124,9.538461538461538
472.52,124,6.2
671.3,124,17.714285714285715
986.7802,124,11.272727272727273
512.29,124,15.5
802.041,124,31.0
539.93076,123,30.75
911.0359,123,12.3
160.9,123,24.6
519.04,123,11.181818181818182
451,123,8.2
005.53077,123,123.0
711.4077,123,61.5
654.482,123,12.3
823.2,123,20.5
499.83,123,15.375
371.3,123,8.2
512,123,10.25
720.7,123,12.3
320.98,123,11.181818181818182
321.329077,122,61.0
233.37,122,17.428571428571427
331.12,122,13.555555555555555
539.1,122,6.777777777777778
499.323,122,61.0
367.2,122,9.384615384615385
321.53,122,17.428571428571427
320.4 ,122,122.0
166.85,122,17.428571428571427
373.33,122,3.696969696969697
688.099,121,6.722222222222222
497.0911,121,12.1
567.43,121,9.307692307692308
005.4,121,7.117647058823529
940.1,121,13.444444444444445
326.15,121,20.166666666666668
325.304,121,30.25
509,121,8.642857142857142
443.11,121,30.25
710.92,121,17.285714285714285
657.104,121,17.285714285714285
516.93891,121,121.0
004.588,121,7.5625
412.83,121,20.166666666666668
992.1,120,20.0
998.32,120,40.0
327.077,120,12.0
982,120,10.0
379.3,120,8.0
633.2,120,17.142857142857142
911.075,119,11.9
225.26,119,59.5
390.99,119,8.5
329,119,8.5
594.5077,119,59.5
231.17,119,7.933333333333334
698,119,11.9
691.38,118,29.5
220.8,118,19.666666666666668
857,118,59.0
025.1,118,39.333333333333336
422,118,14.75
518.44,118,8.428571428571429
592.3011,118,29.5
677.47,118,13.11111111111111
688.2,117,14.625
610.92,117,13.0
223.55,117,10.636363636363637
650.1,117,7.8
595.44,117,58.5
673.53099,117,9.0
160.37,117,13.0
192.6,117,11.7
425,117,11.7
652.51,117,19.5
514.48,117,16.714285714285715
185.58,117,29.25
660.99,117,11.7
219.1,117,14.625
698.5,116,23.2
594.523,116,14.5
322.92,116,19.333333333333332
816.509,116,38.666666666666664
519.24,116,11.6
005.5077,116,58.0
688.1,116,12.88888888888889
020.4,116,11.6
024.077,116,19.333333333333332
695.6,115,38.333333333333336
512.5158,115,8.846153846153847
911.072,115,7.1875
593.23,115,9.583333333333334
362.076,115,28.75
573.41,114,19.0
365.72,114,16.285714285714285
309.1,114,9.5
191.5,114,14.25
909.51,114,16.285714285714285
309.1237,114,19.0
224.9,114,57.0
350.7077,114,57.0
866,114,9.5
562.13,113,28.25
513.205,113,37.666666666666664
928.04,113,22.6
223.59,113,7.533333333333333
600.9,113,5.380952380952381
859.8,113,14.125
322.83,112,14.0
701.03,112,7.466666666666667
606.3,112,5.6
029.04,112,6.222222222222222
162.5,112,8.0
592.382,111,55.5
112,111,7.4
911.0369,110,13.75
164.42,110,13.75
443.02,110,13.75
340.913,110,3.4375
982.6302,109,12.11111111111111
342.3,109,5.7368421052631575
240,109,6.411764705882353
924.041,109,18.166666666666668
744.4,109,9.909090909090908
634.4,109,9.909090909090908
233.31,109,9.083333333333334
698.8,108,5.4
523.625,108,18.0
370.73,108,18.0
305,108,10.8
025.26,108,27.0
513.896,108,9.818181818181818
592.355,108,36.0
920.5,108,10.8
204.1,108,10.8
562.077,107,35.666666666666664
911.82,107,5.631578947368421
896.7,107,53.5
912.072,107,10.7
892.65,107,15.285714285714286
334.227,107,10.7
367.204,107,11.88888888888889
070.42,107,6.294117647058823
802.28,106,35.333333333333336
556.7,106,53.0
513.14,106,26.5
770.77,106,13.25
151.54,106,10.6
711.47077,106,26.5
327.8099,106,17.666666666666668
649,106,13.25
374.6,106,17.666666666666668
233.64,106,8.833333333333334
429.22,106,11.777777777777779
321.524,106,9.636363636363637
658.5,105,8.75
514.983,105,21.0
056,105,52.5
443.8875,105,11.666666666666666
660.9,105,11.666666666666666
326.29,105,11.666666666666666
327.98,105,11.666666666666666
516.98,105,10.5
512.49,104,10.4
414.1076,104,52.0
594.5542,104,13.0
982.3902,104,10.4
379.12,104,14.857142857142858
559,104,8.0
566.2,104,20.8
592.804,104,13.0
332.28,104,8.0
539.97,104,10.4
839.45,104,14.857142857142858
329.433,103,5.421052631578948
020.1,103,9.363636363636363
811.35,103,14.714285714285714
367.004,103,17.166666666666668
923,103,12.875
326.17,103,7.923076923076923
831.6,103,9.363636363636363
754,103,12.875
811.909,103,5.15
606.92,103,9.363636363636363
657.504,103,34.333333333333336
490.14,102,102.0
592.004,102,25.5
573.53,101,7.214285714285714
349.911,101,33.666666666666664
183.1,101,50.5
481.632,101,8.416666666666666
377.042,101,16.833333333333332
180.82,100,14.285714285714286
594.5545,100,12.5
362.04,100,50.0
165.55,100,4.3478260869565215
331.2,100,5.0
594.355,100,20.0
366.4,100,14.285714285714286
926.06,100,16.666666666666668
373.23,100,8.333333333333334
004.21,99,5.2105263157894735
909.4,99,14.142857142857142
410.3,99,19.8
556.75,99,33.0
989.11,99,6.1875
238.248,99,7.615384615384615
155,99,16.5
814.5,99,4.5
850.81,99,9.0
477.911,98,98.0
713.4,98,24.5
638,98,14.0
991.3,98,24.5
539.904,98,8.166666666666666
331.5411,98,6.533333333333333
653.2045,98,16.333333333333332
491.38,98,16.333333333333332
335.24,98,98.0
394.56,98,12.25
810.905,98,4.260869565217392
688.0912,98,9.8
366.2,98,6.125
183.233,98,32.666666666666664
591.1,98,19.6
340.21,98,10.88888888888889
322,98,7.0
321.6,98,14.0
598.23,98,19.6
564.4077,97,16.166666666666668
594.076,97,48.5
005.56077,97,32.333333333333336
233.74,97,8.818181818181818
234.174,97,24.25
532.3,97,7.461538461538462
668.4,97,13.857142857142858
155.7,97,5.705882352941177
834.6,97,13.857142857142858
370.9,97,24.25
610.1,97,19.4
541,97,13.857142857142858
606.926,97,8.818181818181818
321.92,97,12.125
474.6,97,32.333333333333336
001.1,97,9.7
390.911,96,8.0
186.56,96,16.0
560.8,96,32.0
572.076,96,48.0
326.180912,96,6.0
340.24,96,4.571428571428571
691.51,96,24.0
812.8,96,6.857142857142857
235.6099,96,13.714285714285714
451.31,96,48.0
349.42012,96,8.727272727272727
331.16,96,13.714285714285714
511.1687,96,7.384615384615385
610.9,95,10.555555555555555
513.899,95,10.555555555555555
337.6,95,5.588235294117647
495.17,95,23.75
517.1,95,3.8
981.18502,95,23.75
549.78,95,5.9375
325.551,95,11.875
326.704,95,47.5
671.8,95,19.0
981.222202,95,23.75
568,95,9.5
911.99,94,7.833333333333333
350.3,94,7.230769230769231
470.99,94,11.75
325.37,94,8.545454545454545
653.255,94,18.8
231.015,94,4.947368421052632
592.099,94,23.5
023.2,94,23.5
152.7,94,11.75
367,94,10.444444444444445
427.1,94,18.8
512.1,94,23.5
023,94,10.444444444444445
569.3027,94,18.8
584.98,94,18.8
511.6,93,7.153846153846154
590.4,93,13.285714285714286
512.8034,93,46.5
327.21,93,10.333333333333334
310.4,93,23.25
689,93,18.6
376.637,93,13.285714285714286
327.853,93,23.25
225.84,93,5.8125
233.995,93,18.6
472.52482,93,23.25
323,93,10.333333333333334
539.75,93,7.153846153846154
651.077,92,23.0
010.9,92,7.666666666666667
519.76,92,10.222222222222221
384.6,92,6.133333333333334
911 ,92,92.0
321.7,92,46.0
410.072,92,46.0
808.2,92,11.5
160.25,92,8.363636363636363
598.45,92,18.4
495.49,92,18.4
594.57,91,30.333333333333332
820.99,91,7.583333333333333
181.2,91,13.0
183.646,91,11.375
364.2,91,13.0
330.904,91,8.272727272727273
513.8544,91,18.2
331.509,91,9.1
390.4,90,9.0
189.4,90,15.0
326.184,90,18.0
382.2,90,90.0
420.71,90,12.857142857142858
191.1,90,12.857142857142858
701.08,90,11.25
350.04,90,5.294117647058823
688.18,90,15.0
325.52,90,9.0
490.69,90,12.857142857142858
587,90,11.25
530.233,90,15.0
233.21,89,22.25
029.83,89,4.944444444444445
185,89,14.833333333333334
674.8,89,11.125
374.19,89,11.125
512.5153,89,9.88888888888889
570.32,89,17.8
238.599,89,9.88888888888889
332.276,89,9.88888888888889
534,89,14.833333333333334
514.73,89,11.125
548.9,89,14.833333333333334
609.204,89,11.125
824,89,17.8
656.21,89,29.666666666666668
695.1,88,17.6
982.99602,88,9.777777777777779
350.31,88,8.0
821.4,88,4.0
441.1,88,29.333333333333332
181.8,88,22.0
717,88,22.0
233.098,88,9.777777777777779
232.84,88,11.0
694.304,88,8.8
657.18,87,12.428571428571429
911.0557,87,17.4
561.601,87,43.5
365.077,87,21.75
187.41,87,17.4
558.9,87,10.875
673.504,87,9.666666666666666
327.5,87,7.25
331.50911,87,4.833333333333333
920.37,87,21.75
617.8,87,29.0
414.5,87,17.4
310.17077,87,87.0
320.91,87,4.578947368421052
892.67,87,8.7
326.18,87,7.25
911.003,87,17.4
005.713,87,8.7
004.77,87,12.428571428571429
740.9,87,6.6923076923076925
594.14,87,14.5
685.1,87,3.782608695652174
518.5048,87,21.75
368.13,87,14.5
338.304,86,6.615384615384615
982.7902,86,28.666666666666668
780,86,10.75
698.34,86,86.0
020.9,86,8.6
519.2,86,12.285714285714286
689.9099,86,86.0
233.69,86,12.285714285714286
090,86,86.0
512.8698,86,14.333333333333334
452,85,10.625
566.575,85,8.5
556.2,85,14.166666666666666
349.1,85,6.071428571428571
656.5,85,85.0
151.5,85,2.9310344827586206
998.51,85,28.333333333333332
340.25,85,5.666666666666667
365.5,85,9.444444444444445
004.794,85,9.444444444444445
004.79,85,7.7272727272727275
535,85,14.166666666666666
325.745,85,28.333333333333332
325.345,85,8.5
420.4,85,28.333333333333332
992.8,84,21.0
597.6,84,8.4
004.6,84,14.0
325.29,84,9.333333333333334
330.8,84,7.636363636363637
594.7,84,14.0
921.03,84,42.0
004.67,84,14.0
566.077,84,21.0
981.2802,84,14.0
223.1,84,21.0
320.905,83,9.222222222222221
338.26,83,20.75
173,83,27.666666666666668
223.51,83,9.222222222222221
593.7,83,11.857142857142858
233.7,83,6.916666666666667
808.98,83,16.6
180.73,83,20.75
594.9,83,11.857142857142858
594.5536,83,41.5
676.2,83,10.375
182.35,83,8.3
518.4,82,16.4
530.8,82,2.9285714285714284
187.4,82,13.666666666666666
878,82,13.666666666666666
511.56,82,10.25
430.99,82,13.666666666666666
654.4,82,11.714285714285714
152.2,82,7.454545454545454
152.28,82,27.333333333333332
540.09111,81,5.4
231.41,81,10.125
652.59,81,11.571428571428571
918.302,81,27.0
350.4735,81,81.0
562,81,20.25
